"Accounting Report"
"SYNCHRONOUS I/O", 0.000149, 0.000137, -8.05
"SERV.TASK SWITCH", 0.094470, 0.014222, -84.95
"PKG EMPSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 17.020586, 16.862894, -0.93
"CP CPU TIME", 16.879054, 16.711226, -0.99
"TOTAL(CP+SE) CPU TIMES", 16.879054, 16.711226, -0.99
"SUSPENSION-CL8", 0.000064, 0.000063, -1.56
"NOT ACCOUNTED", 0.141468, 0.151605, 7.17
"CP CPU SU", 1451961.00, 1437524.00, -0.99
"TOTAL (CP+SE) CPU SU TIMES", 1451961.00, 1437524.00, -0.99
"PKG EMPSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 5352460.00, 5375280.00, 0.43
"SQL STMT - TOTAL", 5352460, 5375280, 0.43
"PKG EMPSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000064, 0.000063, -1.56
"IRLM LOCK+LATCH", 0.000064, 0.000063, -1.56
"PKG EMPUPD: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.207739, 0.208241, 0.24
"CP CPU TIME", 0.192850, 0.192844, -0
"TOTAL(CP+SE) CPU TIMES", 0.192850, 0.192844, -0
"SUSPENSION-CL8", 0.013991, 0.014299, 2.2
"NOT ACCOUNTED", 0.000898, 0.001099, 22.38
"CP CPU SU", 16589.00, 16588.00, -0.01
"TOTAL (CP+SE) CPU SU TIMES", 16589.00, 16588.00, -0.01
"PKG EMPUPD: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 32064.00, 32004.00, -0.19
"SQL STMT - TOTAL", 32064, 32004, -0.19
"PKG EMPUPD: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000079, 0.000000, -100
"IRLM LOCK+LATCH", 0.000079, 0.000000, -100
"SYNCHRONOUS I/O", 0.000139, 0.000142, 2.16
"SERV.TASK SWITCH", 0.013773, 0.014157, 2.79
"PKG EMPUPR: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.328821, 0.368358, 12.02
"CP CPU TIME", 0.326850, 0.321339, -1.69
"TOTAL(CP+SE) CPU TIMES", 0.326850, 0.321339, -1.69
"SUSPENSION-CL8", 0.000074, 0.045168, 60937.84
"NOT ACCOUNTED", 0.001896, 0.001851, -2.37
"CP CPU SU", 28116.00, 27642.00, -1.69
"TOTAL (CP+SE) CPU SU TIMES", 28116.00, 27642.00, -1.69
"PKG EMPUPR: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 31782.00, 31704.00, -0.25
"SQL STMT - TOTAL", 31782, 31704, -0.25
"PKG EMPUPR: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000074, 0.000140, 89.19
"IRLM LOCK+LATCH", 0.000074, 0.000140, 89.19
"PKG JBSSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 3.191223, 3.211109, 0.62
"CP CPU TIME", 3.174633, 3.194735, 0.63
"TOTAL(CP+SE) CPU TIMES", 3.174633, 3.194735, 0.63
"NOT ACCOUNTED", 0.016590, 0.016155, -2.62
"CP CPU SU", 273086.00, 274815.00, 0.63
"TOTAL (CP+SE) CPU SU TIMES", 273086.00, 274815.00, 0.63
"PKG JBSSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 418998.00, 419613.00, 0.15
"SQL STMT - TOTAL", 418998, 419613, 0.15
"PKG JBSSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"PKG LCNSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.669989, 0.673061, 0.46
"CP CPU TIME", 0.659177, 0.662758, 0.54
"TOTAL(CP+SE) CPU TIMES", 0.659177, 0.662758, 0.54
"NOT ACCOUNTED", 0.010812, 0.010303, -4.71
"CP CPU SU", 56703.00, 57011.00, 0.54
"TOTAL (CP+SE) CPU SU TIMES", 56703.00, 57011.00, 0.54
"PKG LCNSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 111633.00, 112017.00, 0.34
"SQL STMT - TOTAL", 111633, 112017, 0.34
"PKG LCNSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"PKG PRJADD: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 1:37.265048, 1:37.558689, 0.3
"CP CPU TIME", 1:26.016140, 1:26.460970, 0.52
"TOTAL(CP+SE) CPU TIMES", 86.016000, 86.460000, 0.52
"SUSPENSION-CL8", 10.761173, 10.587444, -1.61
"NOT ACCOUNTED", 0.487734, 0.510275, 4.62
"CP CPU SU", 7399237.00, 7437502.00, 0.52
"TOTAL (CP+SE) CPU SU TIMES", 7399237.00, 7437502.00, 0.52
"PKG PRJADD: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 3966580.00, 3983746.00, 0.43
"SQL STMT - TOTAL", 3966580, 3983746, 0.43
"PKG PRJADD: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.002549, 0.002725, 6.9
"IRLM LOCK+LATCH", 0.002508, 0.002677, 6.74
"DB2 LATCH", 0.000041, 0.000048, 17.07
"SYNCHRONOUS I/O", 0.085232, 0.085276, 0.05
"OTHER WRITE I/O", 0.061637, 0.049411, -19.84
"SERV.TASK SWITCH", 10.611755, 10.450032, -1.52
"PKG PRJANO: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.371186, 0.378618, 2
"CP CPU TIME", 0.152817, 0.155134, 1.52
"TOTAL(CP+SE) CPU TIMES", 0.152817, 0.155134, 1.52
"SUSPENSION-CL8", 0.218056, 0.223188, 2.35
"NOT ACCOUNTED", 0.000313, 0.000296, -5.43
"CP CPU SU", 13145.00, 13344.00, 1.51
"TOTAL (CP+SE) CPU SU TIMES", 13145.00, 13344.00, 1.51
"PKG PRJANO: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 53736.00, 53962.00, 0.42
"SQL STMT - TOTAL", 53736, 53962, 0.42
"PKG PRJANO: AVERAGE TIME", Run A, Run B, DELTA (%)
"SYNCHRONOUS I/O", 0.218056, 0.223188, 2.35
"PKG PRJSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.370378, 0.367616, -0.75
"CP CPU TIME", 0.368818, 0.366189, -0.71
"TOTAL(CP+SE) CPU TIMES", 0.368818, 0.366189, -0.71
"NOT ACCOUNTED", 0.001560, 0.001427, -8.53
"CP CPU SU", 31726.00, 31500.00, -0.71
"TOTAL (CP+SE) CPU SU TIMES", 31726.00, 31500.00, -0.71
"PKG PRJSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 53516.00, 53200.00, -0.59
"SQL STMT - TOTAL", 53516, 53200, -0.59
"PKG PRJSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"PKG PRJUPD: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.666178, 0.621400, -6.72
"CP CPU TIME", 0.615380, 0.612492, -0.47
"TOTAL(CP+SE) CPU TIMES", 0.615380, 0.612492, -0.47
"SUSPENSION-CL8", 0.042598, 0.000437, -98.97
"NOT ACCOUNTED", 0.008200, 0.008472, 3.32
"CP CPU SU", 52935.00, 52687.00, -0.47
"TOTAL (CP+SE) CPU SU TIMES", 52935.00, 52687.00, -0.47
"PKG PRJUPD: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 66895.00, 66500.00, -0.59
"SQL STMT - TOTAL", 66895, 66500, -0.59
"PKG PRJUPD: AVERAGE TIME", Run A, Run B, DELTA (%)
"SYNCHRONOUS I/O", 0.000591, 0.000000, -100
"SERV.TASK SWITCH", 0.042007, 0.000000, -100
"PKG SFNSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 5.015692, 5.001673, -0.28
"CP CPU TIME", 4.975735, 4.962349, -0.27
"TOTAL(CP+SE) CPU TIMES", 4.975735, 4.962349, -0.27
"SUSPENSION-CL8", 0.000338, 0.000318, -5.92
"NOT ACCOUNTED", 0.039620, 0.039006, -1.55
"CP CPU SU", 428020.00, 426868.00, -0.27
"TOTAL (CP+SE) CPU SU TIMES", 428020.00, 426868.00, -0.27
"PKG SFNSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 671845.00, 672935.00, 0.16
"SQL STMT - TOTAL", 671845, 672935, 0.16
"PKG SFNSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000338, 0.000318, -5.92
"IRLM LOCK+LATCH", 0.000337, 0.000318, -5.64
"PKG SPLANO: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 4.634615, 4.631404, -0.07
"CP CPU TIME", 1.991349, 1.993187, 0.09
"TOTAL(CP+SE) CPU TIMES", 1.991349, 1.993187, 0.09
"SUSPENSION-CL8", 2.643299, 2.636552, -0.26
"CP CPU SU", 171298.00, 171456.00, 0.09
"TOTAL (CP+SE) CPU SU TIMES", 171298.00, 171456.00, 0.09
"PKG SPLANO: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 643562.00, 644928.00, 0.21
"SQL STMT - TOTAL", 643562, 644928, 0.21
"PKG SPLANO: AVERAGE TIME", Run A, Run B, DELTA (%)
"SYNCHRONOUS I/O", 2.643299, 2.636474, -0.26
"PKG STRSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.932527, 0.928056, -0.48
"CP CPU TIME", 0.926465, 0.922689, -0.41
"TOTAL(CP+SE) CPU TIMES", 0.926465, 0.922689, -0.41
"NOT ACCOUNTED", 0.006063, 0.005367, -11.48
"CP CPU SU", 79695.00, 79371.00, -0.41
"TOTAL (CP+SE) CPU SU TIMES", 79695.00, 79371.00, -0.41
"PKG STRSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 161055.00, 160914.00, -0.09
"SQL STMT - TOTAL", 161055, 160914, -0.09
"PKG STRSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"PKG TWNSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.944260, 0.937992, -0.66
"CP CPU TIME", 0.939412, 0.931907, -0.8
"TOTAL(CP+SE) CPU TIMES", 0.939412, 0.931907, -0.8
"NOT ACCOUNTED", 0.004849, 0.006085, 25.49
"CP CPU SU", 80809.00, 80164.00, -0.8
"TOTAL (CP+SE) CPU SU TIMES", 80809.00, 80164.00, -0.8
"PKG TWNSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 161055.00, 160914.00, -0.09
"SQL STMT - TOTAL", 161055, 160914, -0.09
"PKG TWNSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"PKG ALL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 14.327374, 14.324796, -0.02
"CP CPU TIME", 9.864636, 9.877713, 0.13
"TOTAL(CP+SE) CPU TIMES", 9.864636, 9.877713, 0.13
"SUSPENSION-CL8", 4.416931, 4.399156, -0.4
"NOT ACCOUNTED", 0.045808, 0.047928, 4.63
"CP CPU SU", 848570.32, 849695.29, 0.13
"TOTAL (CP+SE) CPU SU TIMES", 848570.32, 849695.29, 0.13
"PKG ALL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 31, 31, 0
"SQL STMT - AVERAGE", 2292022.26, 2311826.10, 0.86
"SQL STMT - TOTAL", 71052690, 71666609, 0.86
"PKG ALL: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000319, 0.000309, -3.13
"IRLM LOCK+LATCH", 0.000308, 0.000300, -2.6
"DB2 LATCH", 0.000011, 0.000010, -9.09
"SYNCHRONOUS I/O", 0.162365, 0.162330, -0.02
"OTHER READ I/O", 0.000008, 0.000008, 0
"OTHER WRITE I/O", 0.003219, 0.003129, -2.8
"SERV.TASK SWITCH", 4.248450, 4.230593, -0.42
