"Statistics Report"
"SYNCHRONOUS WRITES", 97.00, 61.00, -37.11
"ASYNCHRONOUS WRITES", 6394.00, 5245.00, -17.97
"PAGES WRITTEN PER WRITE I/O", 14.75, 15.62, 5.9
"BUFFER UPDATES /C", 18.53, 18.58, 0.27
"PAGES WRITTEN /C", 0.25, 0.22, -12
"ASYNCHRONOUS WRITES /C", 0.02, 0.01, -50
"BP16   SORT/MERGE", Run A, Run B, DELTA (%)
"TOTAL  GENERAL", Run A, Run B, DELTA (%)
"CURRENT ACTIVE BUFFERS", 10363.68, 15383.92, 48.44
"NUMBER OF DATASET OPENS", 5.00, 5.00, 0
"BUFFERS ALLOCATED - VPOOL", 422.7K, 422.7K, 0
"TOTAL  READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 64679.6K, 65112.6K, 0.67
"GETPAGE REQS-SEQUENTIAL", 36058.7K, 36375.4K, 0.88
"GETPAGE REQS-RANDOM", 28620.9K, 28737.3K, 0.41
"SYNCHRONOUS READS", 850.00, 854.00, 0.47
"SYNC READS-SEQUENTIAL", 10.00, 17.00, 70
"SYNC READS-RANDOM", 840.00, 837.00, -0.36
"GETPAGE PER SYN.READ-RANDOM", 34072.51, 34333.64, 0.77
"LIST PREFETCH REQUESTS", 461.4K, 473.6K, 2.64
"DYNAMIC PREFETCH REQUESTED", 199.9K, 188.8K, -5.55
"DYNAMIC PREFETCH READS", 155.00, 166.00, 7.1
"PAGES READ VIA DYN.PREFETCH", 946.00, 1000.00, 5.71
"D.PRF.PAGES READ/D.PRF.READ", 6.10, 6.02, -1.31
"PAGE-INS REQUIRED FOR READ", 2.00, 0.00, -100
"GETPAGE REQUEST /C", 172.26, 173.12, 0.5
"GETPAGE REQS-SEQUENTIAL /C", 96.04, 96.72, 0.71
"GETPAGE REQS-RANDOM /C", 76.23, 76.41, 0.24
"LIST PREFETCH REQUESTS /C", 1.23, 1.26, 2.44
"DYNAMIC PREFETCH REQUESTED /C", 0.53, 0.50, -5.66
"TOTAL  WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 19756.5K, 19837.5K, 0.41
"PAGES WRITTEN", 196.8K, 173.9K, -11.64
"BUFF.UPDATES/PAGES WRITTEN", 100.41, 114.10, 13.63
"SYNCHRONOUS WRITES", 669.00, 609.00, -8.97
"ASYNCHRONOUS WRITES", 12117.00, 10222.00, -15.64
"PAGES WRITTEN PER WRITE I/O", 15.39, 16.05, 4.29
"BUFFER UPDATES /C", 52.62, 52.74, 0.23
"PAGES WRITTEN /C", 0.52, 0.46, -11.54
"ASYNCHRONOUS WRITES /C", 0.03, 0.03, 0
"TOTAL  SORT/MERGE", Run A, Run B, DELTA (%)
"BP8K   GENERAL", Run A, Run B, DELTA (%)
"BUFFERS ALLOCATED - VPOOL", 2000.00, 2000.00, 0
"MIN BUFFERS ON SLRU", 78.96, 78.93, -0.04
"MAX BUFFERS ON SLRU", 79.00, 79.00, 0
"BP8K   READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 26949.00, 27047.00, 0.36
"GETPAGE REQS-SEQUENTIAL", 53.00, 41.00, -22.64
"GETPAGE REQS-RANDOM", 26896.00, 27006.00, 0.41
"DYNAMIC PREFETCH REQUESTED", 5.00, 4.00, -20
"READ I/O - DASD CACHE HIT", 864.00, 480.00, -44.44
"GETPAGE REQUEST /C", 0.07, 0.07, 0
"GETPAGE REQS-RANDOM /C", 0.07, 0.07, 0
"BP8K   WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 12.00, 11.00, -8.33
"PAGES WRITTEN", 57.00, 58.00, 1.75
"BUFF.UPDATES/PAGES WRITTEN", 0.21, 0.19, -9.52
"SYNCHRONOUS WRITES", 12.00, 11.00, -8.33
"ASYNCHRONOUS WRITES", 7.00, 7.00, 0
"PAGES WRITTEN PER WRITE I/O", 3.00, 3.22, 7.33
"BP8K   SORT/MERGE", Run A, Run B, DELTA (%)
"BP16K  GENERAL", Run A, Run B, DELTA (%)
"BUFFERS ALLOCATED - VPOOL", 500.00, 500.00, 0
"MIN BUFFERS ON SLRU", 0.40, 1.00, 150
"MAX BUFFERS ON SLRU", 0.44, 1.00, 127.27
"BP16K  READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 92.31, 100.00, 8.33
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 26914.00, 27019.00, 0.39
"GETPAGE REQS-SEQUENTIAL", 13.00, 6.00, -53.85
"GETPAGE REQS-RANDOM", 26901.00, 27013.00, 0.42
"DYNAMIC PREFETCH REQUESTED", 1.00, 0.00, -100
"DYNAMIC PREFETCH READS", 1.00, 0.00, -100
"PAGES READ VIA DYN.PREFETCH", 1.00, 0.00, -100
"PAGE-INS REQUIRED FOR READ", 1.00, 0.00, -100
"READ I/O - DASD CACHE HIT", 972.00, 660.00, -32.1
"GETPAGE REQUEST /C", 0.07, 0.07, 0
"GETPAGE REQS-RANDOM /C", 0.07, 0.07, 0
"BP16K  WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 9.00, 9.00, 0
"PAGES WRITTEN", 24.00, 23.00, -4.17
"BUFF.UPDATES/PAGES WRITTEN", 0.38, 0.39, 2.63
"SYNCHRONOUS WRITES", 9.00, 9.00, 0
"ASYNCHRONOUS WRITES", 5.00, 5.00, 0
"PAGES WRITTEN PER WRITE I/O", 1.71, 1.64, -4.09
"BP16K  SORT/MERGE", Run A, Run B, DELTA (%)
"BP32K  GENERAL", Run A, Run B, DELTA (%)
"CURRENT ACTIVE BUFFERS", 4.00, 3.88, -3
"BUFFERS ALLOCATED - VPOOL", 250.00, 250.00, 0
"MIN BUFFERS ON SLRU", 21.56, 21.72, 0.74
"MAX BUFFERS ON SLRU", 22.48, 23.27, 3.51
"GETPAGE REQU RANDOM ON SLRU", 12.00, 12.00, 0
"BP32K  READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) RANDOM", 99.99, 99.99, 0
"GETPAGE REQUEST", 1746.6K, 1754.0K, 0.42
"GETPAGE REQS-SEQUENTIAL", 832.9K, 836.4K, 0.42
"GETPAGE REQS-RANDOM", 913.7K, 917.5K, 0.42
"SYNCHRONOUS READS", 51.00, 53.00, 3.92
"SYNC READS-RANDOM", 51.00, 53.00, 3.92
"GETPAGE PER SYN.READ-RANDOM", 17915.55, 17311.98, -3.37
"DYNAMIC PREFETCH REQUESTED", 26870.00, 26984.00, 0.42
"DYNAMIC PREFETCH READS", 3.00, 4.00, 33.33
"PAGES READ VIA DYN.PREFETCH", 3.00, 4.00, 33.33
"D.PRF.PAGES READ/D.PRF.READ", 1.00, 1.00, 0
"READ I/O - DASD CACHE HIT", 41515.00, 31538.00, -24.03
"GETPAGE REQUEST /C", 4.65, 4.66, 0.22
"GETPAGE REQS-SEQUENTIAL /C", 2.22, 2.22, 0
"GETPAGE REQS-RANDOM /C", 2.43, 2.44, 0.41
"DYNAMIC PREFETCH REQUESTED /C", 0.07, 0.07, 0
"READ I/O - DASD CACHE HIT /C", 0.11, 0.08, -27.27
"BP32K  WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 8463.4K, 8499.0K, 0.42
"PAGES WRITTEN", 23.00, 18.00, -21.74
"BUFF.UPDATES/PAGES WRITTEN", 368.0K, 472.2K, 28.32
"SYNCHRONOUS WRITES", 11.00, 12.00, 9.09
"ASYNCHRONOUS WRITES", 5.00, 3.00, -40
"PAGES WRITTEN PER WRITE I/O", 1.44, 1.20, -16.67
"BUFFER UPDATES /C", 22.54, 22.60, 0.27
"BP32K  SORT/MERGE", Run A, Run B, DELTA (%)
"TOT4K  GENERAL", Run A, Run B, DELTA (%)
"CURRENT ACTIVE BUFFERS", 10359.68, 15380.04, 48.46
"NUMBER OF DATASET OPENS", 5.00, 5.00, 0
"BUFFERS ALLOCATED - VPOOL", 420.0K, 420.0K, 0
"TOT4K  READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 62879.1K, 63304.6K, 0.68
"GETPAGE REQS-SEQUENTIAL", 35225.7K, 35538.9K, 0.89
"GETPAGE REQS-RANDOM", 27653.4K, 27765.7K, 0.41
"SYNCHRONOUS READS", 799.00, 801.00, 0.25
"SYNC READS-SEQUENTIAL", 10.00, 17.00, 70
"SYNC READS-RANDOM", 789.00, 784.00, -0.63
"GETPAGE PER SYN.READ-RANDOM", 35048.69, 35415.44, 1.05
"LIST PREFETCH REQUESTS", 461.4K, 473.6K, 2.64
"DYNAMIC PREFETCH REQUESTED", 173.1K, 161.8K, -6.53
"DYNAMIC PREFETCH READS", 151.00, 162.00, 7.28
"PAGES READ VIA DYN.PREFETCH", 942.00, 996.00, 5.73
"D.PRF.PAGES READ/D.PRF.READ", 6.24, 6.15, -1.44
"PAGE-INS REQUIRED FOR READ", 1.00, 0.00, -100
"GETPAGE REQUEST /C", 167.47, 168.32, 0.51
"GETPAGE REQS-SEQUENTIAL /C", 93.82, 94.49, 0.71
"GETPAGE REQS-RANDOM /C", 73.65, 73.82, 0.23
"LIST PREFETCH REQUESTS /C", 1.23, 1.26, 2.44
"DYNAMIC PREFETCH REQUESTED /C", 0.46, 0.43, -6.52
"TOT4K  WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 11293.0K, 11338.4K, 0.4
"PAGES WRITTEN", 196.7K, 173.8K, -11.64
"BUFF.UPDATES/PAGES WRITTEN", 57.43, 65.25, 13.62
"SYNCHRONOUS WRITES", 637.00, 577.00, -9.42
"ASYNCHRONOUS WRITES", 12100.00, 10207.00, -15.64
"PAGES WRITTEN PER WRITE I/O", 15.44, 16.11, 4.34
"BUFFER UPDATES /C", 30.08, 30.15, 0.23
"PAGES WRITTEN /C", 0.52, 0.46, -11.54
"ASYNCHRONOUS WRITES /C", 0.03, 0.03, 0
"TOT4K  SORT/MERGE", Run A, Run B, DELTA (%)
