"Statistics Report"
"64 BIT THREAD AND SYSTEM ONLY       (MB)(AUXILIARY STORAGE IN USE                (MB))", 494.91, 477.24, -3.57
"HWM 64 BIT AUX STORAGE IN USE           (MB)", 1849.26, 1849.26, 0.00
"REAL AND AUXILIARY STORAGE FOR DIST", M1020, M1021, DELTA (%)
"REAL STORAGE IN USE                     (MB)", 6.11, 6.13, 0.33
"31 BIT IN USE                         (MB)", 5.83, 5.85, 0.34
"64 BIT IN USE                         (MB)", 0.28, 0.28, 0.00
"64 BIT THREAD AND SYSTEM ONLY       (MB)", 0.28, 0.28, 0.00
"HWM 64 BIT REAL STORAGE IN USE          (MB)", 1.21, 1.21, 0.00
"AUXILIARY STORAGE IN USE                (MB)", 11.45, 11.45, 0.00
"31 BIT IN USE                         (MB)(AUXILIARY STORAGE IN USE                (MB))", 10.15, 10.15, 0.00
"64 BIT IN USE                         (MB)(AUXILIARY STORAGE IN USE                (MB))", 1.30, 1.30, 0.00
"64 BIT THREAD AND SYSTEM ONLY       (MB)(AUXILIARY STORAGE IN USE                (MB))", 1.21, 1.21, 0.00
"HWM 64 BIT AUX STORAGE IN USE           (MB)", 1.30, 1.30, 0.00
"COMMON STORAGE BELOW AND ABOVE 2GB", M1020, M1021, DELTA (%)
"EXTENDED CSA SIZE                       (MB)", 371.84, 371.84, 0.00
"FIXED POOL BELOW                        (MB)", 13.89, 13.89, 0.00
"VARIABLE POOL BELOW                     (MB)", 3.17, 3.34, 5.36
"GETMAINED BELOW                         (MB)", 6.68, 6.68, 0.00
"FIXED POOL ABOVE                        (MB)", 14.54, 14.54, 0.00
"VARIABLE POOL ABOVE                     (MB)", 262.00, 262.00, 0.00
"GETMAINED ABOVE                         (MB)", 0.15, 0.15, 0.00
"STORAGE MANAGER CONTROL BLOCKS ABOVE    (MB)", 1.34, 1.34, 0.00
"REAL STORAGE IN USE                     (MB)", 140.28, 142.73, 1.75
"AVERAGE THREAD FOOTPRINT                (MB)", 1.20, 1.08, -10.00
"AUXILIARY STORAGE IN USE                (MB)", 6.70, 4.25, -36.57
"SUBSYSTEM SHARED STORAGE ABOVE 2GB", M1020, M1021, DELTA (%)
"REAL STORAGE IN USE                     (MB)", 2638.87, 2680.96, 1.60
"SHARED THREAD AND SYSTEM              (MB)", 2124.90, 2155.60, 1.44
"SHARED STACK STORAGE                  (MB)", 513.98, 525.35, 2.21
"AVERAGE THREAD FOOTPRINT                (MB)", 22.57, 20.22, -10.41
"AUXILIARY STORAGE IN USE                (MB)", 417.31, 375.39, -10.05
"SHARED THREAD AND SYSTEM              (MB)(AUXILIARY STORAGE IN USE                (MB))", 328.12, 297.46, -9.34
"SHARED STACK STORAGE                  (MB)(AUXILIARY STORAGE IN USE                (MB))", 89.19, 77.93, -12.62
"CPU AND STORAGE METRICS", M1020, M1021, DELTA (%)
"BP0    GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 304.58, 301.22, -1.10
"NUMBER OF DATASET OPENS", 569.00, 544.00, -4.39
"BUFFERS ALLOCATED - VPOOL", 10000.00, 10000.00, 0.00
"MIN BUFFERS ON SLRU", 3795.56, 3423.45, -9.80
"MAX BUFFERS ON SLRU", 3880.71, 3490.79, -10.05
"SLRU LENGTH EQUALS VPSEQT", 25.00, 6.00, -76.00
"GETPAGE REQU RANDOM ON SLRU", 5789.4K, 4911.7K, -15.16
"GETPAGE REQU RANDOM ON SLRU /C", 0.10, 0.08, -20.00
"BP0    READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%)", 95.94, 96.31, 0.39
"BPOOL HIT RATIO (%) SEQU", 81.13, 78.90, -2.75
"BPOOL HIT RATIO (%) RANDOM", 99.07, 99.27, 0.20
"GETPAGE REQUEST", 88137.6K, 92211.2K, 4.62
"GETPAGE REQUEST-SEQUENTIAL", 15379.2K, 13404.2K, -12.84
"GETPAGE REQUEST-RANDOM", 72758.4K, 78807.0K, 8.31
"SYNCHRONOUS READS", 679.2K, 578.3K, -14.86
"SYNCHRON. READS-SEQUENTIAL", 8872.00, 8725.00, -1.66
"SYNCHRON. READS-RANDOM", 670.3K, 569.6K, -15.02
"GETPAGE PER SYN.READ-RANDOM", 108.54, 138.36, 27.47
"SEQUENTIAL PREFETCH REQUEST", 39136.00, 41896.00, 7.05
"SEQUENTIAL PREFETCH READS", 39126.00, 41881.00, 7.04
"PAGES READ VIA SEQ.PREFETCH", 2130.7K, 2305.4K, 8.20
"S.PRF.PAGES READ/S.PRF.READ", 54.46, 55.05, 1.08
"LIST PREFETCH REQUESTS", 159.2K, 155.0K, -2.64
"LIST PREFETCH READS", 17210.00, 16815.00, -2.30
"PAGES READ VIA LIST PREFTCH", 305.0K, 306.2K, 0.39
"L.PRF.PAGES READ/L.PRF.READ", 17.72, 18.21, 2.77
"DYNAMIC PREFETCH REQUESTED", 810.6K, 774.5K, -4.45
"DYNAMIC PREFETCH READS", 32571.00, 17984.00, -44.79
"PAGES READ VIA DYN.PREFETCH", 465.9K, 217.1K, -53.40
"D.PRF.PAGES READ/D.PRF.READ", 14.31, 12.07, -15.65
"GETPAGE REQUEST /C", 1.55, 1.59, 2.58
"GETPAGE REQUEST-SEQUENTIAL /C", 0.27, 0.23, -14.81
"GETPAGE REQUEST-RANDOM /C", 1.28, 1.36, 6.25
"SYNCHRONOUS READS /C", 0.01, 0.01, 0.00
"SYNCHRON. READS-RANDOM /C", 0.01, 0.01, 0.00
"PAGES READ VIA SEQ.PREFETCH /C", 0.04, 0.04, 0.00
"PAGES READ VIA LIST PREFTCH /C", 0.01, 0.01, 0.00
"DYNAMIC PREFETCH REQUESTED /C", 0.01, 0.01, 0.00
"PAGES READ VIA DYN.PREFETCH /C", 0.01, 0.00, -100.00
"BP0    WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BUFFER UPDATES", 12222.6K, 12467.2K, 2.00
"PAGES WRITTEN", 438.4K, 450.2K, 2.69
"BUFF.UPDATES/PAGES WRITTEN", 27.88, 27.69, -0.68
"SYNCHRONOUS WRITES", 678.00, 515.00, -24.04
"ASYNCHRONOUS WRITES", 11400.00, 11965.00, 4.96
"PAGES WRITTEN PER WRITE I/O", 36.30, 36.07, -0.63
"PAGES WRTN FOR CASTOUT I/O", 57803.00, 72010.00, 24.58
"NUMBER OF CASTOUT I/O", 6078.00, 5742.00, -5.53
"HORIZ.DEF.WRITE THRESHOLD", 40.00, 83.00, 107.50
"VERTI.DEF.WRITE THRESHOLD", 15831.00, 14025.00, -11.41
"BUFFER UPDATES /C", 0.22, 0.21, -4.55
"PAGES WRITTEN /C", 0.01, 0.01, 0.00
"BP0    SORT/MERGE", M1020, M1021, DELTA (%)
"BP1    GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 554.92, 514.97, -7.20
"NUMBER OF DATASET OPENS", 3463.00, 4098.00, 18.34
"BUFFERS ALLOCATED - VPOOL", 1000.0K, 1000.0K, 0.00
"MIN BUFFERS ON SLRU", 99677.62, 99791.91, 0.11
"MAX BUFFERS ON SLRU", 100.5K, 100.5K, 0.00
"SLRU LENGTH EQUALS VPSEQT", 118.7M, 120.0M, 1.10
"GETPAGE REQU RANDOM ON SLRU", 667.4M, 969.0M, 45.19
"SLRU LENGTH EQUALS VPSEQT /C", 2.09, 2.07, -0.96
"GETPAGE REQU RANDOM ON SLRU /C", 11.75, 16.69, 42.04
"BP1    READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%)", 29.75, 30.74, 3.33
"BPOOL HIT RATIO (%) SEQU", -6.55, -23.81, 263.51
"BPOOL HIT RATIO (%) RANDOM", 91.35, 89.93, -1.55
"GETPAGE REQUEST", 6155.0M, 6142.3M, -0.21
"GETPAGE REQUEST-SEQUENTIAL", 3873.1M, 3196.4M, -17.47
"GETPAGE REQUEST-RANDOM", 2281.9M, 2945.9M, 29.10
"SYNCHRONOUS READS", 197.3M, 296.5M, 50.28
"SYNCHRON. READS-SEQUENTIAL", 5504.3K, 14010.9K, 154.54
"SYNCHRON. READS-RANDOM", 191.8M, 282.5M, 47.29
"GETPAGE PER SYN.READ-RANDOM", 11.90, 10.43, -12.35
"SEQUENTIAL PREFETCH REQUEST", 35036.3K, 29272.3K, -16.45
"SEQUENTIAL PREFETCH READS", 32621.2K, 28114.2K, -13.82
"PAGES READ VIA SEQ.PREFETCH", 3447.8M, 2863.9M, -16.94
"S.PRF.PAGES READ/S.PRF.READ", 105.69, 101.87, -3.61
"LIST PREFETCH REQUESTS", 15435.7K, 12391.9K, -19.72
"LIST PREFETCH READS", 5058.3K, 6066.4K, 19.93
"PAGES READ VIA LIST PREFTCH", 117.2M, 151.4M, 29.18
"L.PRF.PAGES READ/L.PRF.READ", 23.16, 24.95, 7.73
"DYNAMIC PREFETCH REQUESTED", 127.3M, 141.6M, 11.23
"DYNAMIC PREFETCH READS", 36875.2K, 50451.9K, 36.82
"PAGES READ VIA DYN.PREFETCH", 561.8M, 942.2M, 67.71
"D.PRF.PAGES READ/D.PRF.READ", 15.24, 18.68, 22.57
"PAGE-INS REQUIRED FOR READ", 1.00, 0.00, -100.00
"GETPAGE REQUEST /C", 108.37, 105.82, -2.35
"GETPAGE REQUEST-SEQUENTIAL /C", 68.19, 55.07, -19.24
"GETPAGE REQUEST-RANDOM /C", 40.18, 50.75, 26.31
"SYNCHRONOUS READS /C", 3.47, 5.11, 47.26
"SYNCHRON. READS-SEQUENTIAL /C", 0.10, 0.24, 140.00
"SYNCHRON. READS-RANDOM /C", 3.38, 4.87, 44.08
"SEQUENTIAL PREFETCH REQUEST /C", 0.62, 0.50, -19.35
"SEQUENTIAL PREFETCH READS /C", 0.57, 0.48, -15.79
"PAGES READ VIA SEQ.PREFETCH /C", 60.70, 49.34, -18.71
"LIST PREFETCH REQUESTS /C", 0.27, 0.21, -22.22
"LIST PREFETCH READS /C", 0.09, 0.10, 11.11
"PAGES READ VIA LIST PREFTCH /C", 2.06, 2.61, 26.70
"DYNAMIC PREFETCH REQUESTED /C", 2.24, 2.44, 8.93
"DYNAMIC PREFETCH READS /C", 0.65, 0.87, 33.85
"PAGES READ VIA DYN.PREFETCH /C", 9.89, 16.23, 64.11
"BP1    WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BUFFER UPDATES", 270.9M, 232.7M, -14.10
"PAGES WRITTEN", 26229.5K, 24359.0K, -7.13
"BUFF.UPDATES/PAGES WRITTEN", 10.33, 9.55, -7.55
"SYNCHRONOUS WRITES", 127.9K, 209.6K, 63.88
"ASYNCHRONOUS WRITES", 235.4K, 251.3K, 6.75
"PAGES WRITTEN PER WRITE I/O", 72.21, 52.85, -26.81
"PAGES WRTN FOR CASTOUT I/O", 18030.4K, 22955.1K, 27.31
"NUMBER OF CASTOUT I/O", 1306.9K, 1087.4K, -16.80
"VERTI.DEF.WRITE THRESHOLD", 2549.7K, 2737.8K, 7.38
"BUFFER UPDATES /C", 4.77, 4.01, -15.93
"PAGES WRITTEN /C", 0.46, 0.42, -8.70
"PAGES WRTN FOR CASTOUT I/O /C", 0.32, 0.40, 25.00
"NUMBER OF CASTOUT I/O /C", 0.02, 0.02, 0.00
"VERTI.DEF.WRITE THRESHOLD /C", 0.04, 0.05, 25.00
"BP1    SORT/MERGE", M1020, M1021, DELTA (%)
"BP2    GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 9223.93, 9848.66, 6.77
"NUMBER OF DATASET OPENS", 6142.00, 6962.00, 13.35
"BUFFERS ALLOCATED - VPOOL", 1600.0K, 1600.0K, 0.00
"MIN BUFFERS ON SLRU", 157.1K, 159.4K, 1.46
"MAX BUFFERS ON SLRU", 157.7K, 159.6K, 1.20
"SLRU LENGTH EQUALS VPSEQT", 23653.00, 105.6K, 346.45
"GETPAGE REQU RANDOM ON SLRU", 348.3M, 565.4M, 62.33
"GETPAGE REQU RANDOM ON SLRU /C", 6.13, 9.74, 58.89
"BP2    READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%)", 92.61, 93.36, 0.81
"BPOOL HIT RATIO (%) SEQU", -1938.7K, -2537.6K, 30.89
"BPOOL HIT RATIO (%) RANDOM", 95.68, 96.75, 1.12
"GETPAGE REQUEST", 4608.2M, 5472.7M, 18.76
"GETPAGE REQUEST-SEQUENTIAL", 7290.00, 7293.00, 0.04
"GETPAGE REQUEST-RANDOM", 4608.2M, 5472.7M, 18.76
"SYNCHRONOUS READS", 198.4M, 177.7M, -10.43
"SYNCHRON. READS-SEQUENTIAL", 3.00, 132.00, 4,300.00
"SYNCHRON. READS-RANDOM", 198.4M, 177.7M, -10.43
"GETPAGE PER SYN.READ-RANDOM", 23.23, 30.80, 32.59
"SEQUENTIAL PREFETCH REQUEST", 10844.8K, 11027.6K, 1.69
"SEQUENTIAL PREFETCH READS", 7015.2K, 7927.0K, 13.00
"PAGES READ VIA SEQ.PREFETCH", 7022.7K, 7934.9K, 12.99
"S.PRF.PAGES READ/S.PRF.READ", 1.00, 1.00, 0.00
"LIST PREFETCH REQUESTS", 1717.3K, 1181.6K, -31.19
"LIST PREFETCH READS", 1128.0K, 919.1K, -18.52
"PAGES READ VIA LIST PREFTCH", 25732.4K, 20417.7K, -20.65
"L.PRF.PAGES READ/L.PRF.READ", 22.81, 22.21, -2.63
"DYNAMIC PREFETCH REQUESTED", 42077.9K, 62397.3K, 48.29
"DYNAMIC PREFETCH READS", 5330.4K, 7708.0K, 44.60
"PAGES READ VIA DYN.PREFETCH", 108.6M, 156.7M, 44.29
"D.PRF.PAGES READ/D.PRF.READ", 20.37, 20.33, -0.20
"PAGE-INS REQUIRED FOR READ", 146.00, 22.00, -84.93
"GETPAGE REQUEST /C", 81.13, 94.28, 16.21
"GETPAGE REQUEST-RANDOM /C", 81.13, 94.28, 16.21
"SYNCHRONOUS READS /C", 3.49, 3.06, -12.32
"SYNCHRON. READS-RANDOM /C", 3.49, 3.06, -12.32
"SEQUENTIAL PREFETCH REQUEST /C", 0.19, 0.19, 0.00
"SEQUENTIAL PREFETCH READS /C", 0.12, 0.14, 16.67
"PAGES READ VIA SEQ.PREFETCH /C", 0.12, 0.14, 16.67
"LIST PREFETCH REQUESTS /C", 0.03, 0.02, -33.33
"LIST PREFETCH READS /C", 0.02, 0.02, 0.00
"PAGES READ VIA LIST PREFTCH /C", 0.45, 0.35, -22.22
"DYNAMIC PREFETCH REQUESTED /C", 0.74, 1.07, 44.59
"DYNAMIC PREFETCH READS /C", 0.09, 0.13, 44.44
"PAGES READ VIA DYN.PREFETCH /C", 1.91, 2.70, 41.36
"BP2    WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BUFFER UPDATES", 331.0M, 334.2M, 0.97
"PAGES WRITTEN", 8598.3K, 9195.8K, 6.95
"BUFF.UPDATES/PAGES WRITTEN", 38.50, 36.34, -5.61
"SYNCHRONOUS WRITES", 19085.00, 40389.00, 111.63
"ASYNCHRONOUS WRITES", 990.6K, 981.0K, -0.97
"PAGES WRITTEN PER WRITE I/O", 8.52, 9.00, 5.63
"PAGES WRTN FOR CASTOUT I/O", 58901.3K, 50969.9K, -13.47
"NUMBER OF CASTOUT I/O", 1732.5K, 1465.8K, -15.39
"VERTI.DEF.WRITE THRESHOLD", 2817.6K, 973.1K, -65.46
"BUFFER UPDATES /C", 5.83, 5.76, -1.20
"PAGES WRITTEN /C", 0.15, 0.16, 6.67
"ASYNCHRONOUS WRITES /C", 0.02, 0.02, 0.00
"PAGES WRTN FOR CASTOUT I/O /C", 1.04, 0.88, -15.38
"NUMBER OF CASTOUT I/O /C", 0.03, 0.03, 0.00
"VERTI.DEF.WRITE THRESHOLD /C", 0.05, 0.02, -60.00
"BP2    SORT/MERGE", M1020, M1021, DELTA (%)
"BP7    GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 3955.31, 8344.29, 110.96
"BUFFERS ALLOCATED - VPOOL", 100.0K, 100.0K, 0.00
"MIN BUFFERS ON SLRU", 21431.08, 29497.50, 37.64
"MAX BUFFERS ON SLRU", 21764.56, 30971.60, 42.30
"SLRU LENGTH EQUALS VPSEQT", 4.00, 79.00, 1,875.00
"GETPAGE REQU RANDOM ON SLRU", 234.6K, 4256.4K, 1,714.32
"BP7    READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%)", 94.94, 79.25, -16.53
"BPOOL HIT RATIO (%) SEQU", 94.18, 69.58, -26.12
"BPOOL HIT RATIO (%) RANDOM", 99.76, 99.04, -0.72
"GETPAGE REQUEST", 163.0M, 207.0M, 26.99
"GETPAGE REQUEST-SEQUENTIAL", 140.8M, 139.1M, -1.21
"GETPAGE REQUEST-RANDOM", 22203.1K, 67906.0K, 205.84
"SYNCHRONOUS READS", 54189.00, 653.3K, 1,105.60
"SYNCHRON. READS-SEQUENTIAL", 49361.00, 569.6K, 1,053.95
"SYNCHRON. READS-RANDOM", 4828.00, 83661.00, 1,632.83
"GETPAGE PER SYN.READ-RANDOM", 4598.83, 811.68, -82.35
"SEQUENTIAL PREFETCH REQUEST", 1481.0K, 6087.8K, 311.06
"SEQUENTIAL PREFETCH READS", 1035.5K, 5311.7K, 412.96
"PAGES READ VIA SEQ.PREFETCH", 8191.7K, 42300.1K, 416.38
"S.PRF.PAGES READ/S.PRF.READ", 7.91, 7.96, 0.63
"DYNAMIC PREFETCH REQUESTED", 135.00, 507.7K, 375,974.07
"DYNAMIC PREFETCH READS", 9.00, 8.00, -11.11
"PAGES READ VIA DYN.PREFETCH", 73.00, 76.00, 4.11
"D.PRF.PAGES READ/D.PRF.READ", 8.11, 9.50, 17.14
"PREF.DISABLED-NO BUFFER", 3942.00, 29137.00, 639.14
"GETPAGE REQUEST /C", 2.87, 3.57, 24.39
"GETPAGE REQUEST-SEQUENTIAL /C", 2.48, 2.40, -3.23
"GETPAGE REQUEST-RANDOM /C", 0.39, 1.17, 200.00
"SEQUENTIAL PREFETCH REQUEST /C", 0.03, 0.10, 233.33
"SEQUENTIAL PREFETCH READS /C", 0.02, 0.09, 350.00
"PAGES READ VIA SEQ.PREFETCH /C", 0.14, 0.73, 421.43
"BP7    WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BUFFER UPDATES", 49760.5K, 169.7M, 241.03
"PAGES WRITTEN", 11511.1K, 46962.3K, 307.97
"BUFF.UPDATES/PAGES WRITTEN", 4.32, 3.61, -16.44
"ASYNCHRONOUS WRITES", 414.8K, 1877.8K, 352.70
"PAGES WRITTEN PER WRITE I/O", 27.75, 25.01, -9.87
"HORIZ.DEF.WRITE THRESHOLD", 18839.00, 103.5K, 449.39
"VERTI.DEF.WRITE THRESHOLD", 65.00, 129.00, 98.46
"BUFFER UPDATES /C", 0.88, 2.92, 231.82
"PAGES WRITTEN /C", 0.20, 0.81, 305.00
"ASYNCHRONOUS WRITES /C", 0.01, 0.03, 200.00
"BP7    SORT/MERGE", M1020, M1021, DELTA (%)
"MAX WORKFILES CONCURR. USED", 326.93, 198.51, -39.28
"MERGE PASSES REQUESTED", 14271.00, 150.5K, 954.59
"WORKFILE REQ-ALL MERGE PASS", 33143.00, 324.9K, 880.30
"BP15   GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 0.05, 0.02, -60.00
"NUMBER OF DATASET OPENS", 7.00, 7.00, 0.00
"BUFFERS ALLOCATED - VPOOL", 30000.00, 30000.00, 0.00
"MIN BUFFERS ON SLRU", 24116.15, 24128.73, 0.05
"MAX BUFFERS ON SLRU", 24116.26, 24129.00, 0.05
"GETPAGE REQU RANDOM ON SLRU", 1515.1K, 1515.0K, -0.01
"GETPAGE REQU RANDOM ON SLRU /C", 0.03, 0.03, 0.00
"BP15   READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%) SEQU", -39.20, -47.70, 21.68
"BPOOL HIT RATIO (%) RANDOM", 99.96, 99.97, 0.01
"GETPAGE REQUEST", 5380.0K, 4691.2K, -12.80
"GETPAGE REQUEST-SEQUENTIAL", 3864.3K, 3175.7K, -17.82
"GETPAGE REQUEST-RANDOM", 1515.7K, 1515.5K, -0.01
"SYNCHRONOUS READS", 659.00, 417.00, -36.72
"SYNCHRON. READS-SEQUENTIAL", 132.00, 70.00, -46.97
"SYNCHRON. READS-RANDOM", 527.00, 347.00, -34.16
"GETPAGE PER SYN.READ-RANDOM", 2876.08, 4367.47, 51.85
"SEQUENTIAL PREFETCH REQUEST", 120.8K, 99270.00, -17.82
"SEQUENTIAL PREFETCH READS", 120.8K, 99262.00, -17.83
"PAGES READ VIA SEQ.PREFETCH", 3864.9K, 3176.3K, -17.82
"S.PRF.PAGES READ/S.PRF.READ", 32.00, 32.00, 0.00
"LIST PREFETCH REQUESTS", 47325.00, 47323.00, -0.00
"LIST PREFETCH READS", 47325.00, 47323.00, -0.00
"PAGES READ VIA LIST PREFTCH", 1514.3K, 1514.3K, 0.00
"L.PRF.PAGES READ/L.PRF.READ", 32.00, 32.00, 0.00
"GETPAGE REQUEST /C", 0.09, 0.08, -11.11
"GETPAGE REQUEST-SEQUENTIAL /C", 0.07, 0.05, -28.57
"GETPAGE REQUEST-RANDOM /C", 0.03, 0.03, 0.00
"PAGES READ VIA SEQ.PREFETCH /C", 0.07, 0.05, -28.57
"PAGES READ VIA LIST PREFTCH /C", 0.03, 0.03, 0.00
"BP15   WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BP15   SORT/MERGE", M1020, M1021, DELTA (%)
"BP16   GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 4.71, 2.73, -42.04
"NUMBER OF DATASET OPENS", 10.00, 5.00, -50.00
"BUFFERS ALLOCATED - VPOOL", 50000.00, 50000.00, 0.00
"MIN BUFFERS ON SLRU", 20171.96, 20171.95, -0.00
"MAX BUFFERS ON SLRU", 20172.00, 20172.00, 0.00
"GETPAGE REQU RANDOM ON SLRU", 270.7K, 208.4K, -23.01
"BP16   READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%)", 42.44, 55.03, 29.67
"BPOOL HIT RATIO (%) RANDOM", 99.94, 99.97, 0.03
"GETPAGE REQUEST", 272.3K, 209.5K, -23.06
"GETPAGE REQUEST-RANDOM", 272.3K, 209.5K, -23.06
"SYNCHRONOUS READS", 168.00, 65.00, -61.31
"SYNCHRON. READS-RANDOM", 168.00, 65.00, -61.31
"GETPAGE PER SYN.READ-RANDOM", 1620.73, 3222.80, 98.85
"DYNAMIC PREFETCH REQUESTED", 4901.00, 2945.00, -39.91
"DYNAMIC PREFETCH READS", 4899.00, 2944.00, -39.91
"PAGES READ VIA DYN.PREFETCH", 156.6K, 94145.00, -39.88
"D.PRF.PAGES READ/D.PRF.READ", 31.96, 31.98, 0.06
"PAGE-INS REQUIRED FOR READ", 41.00, 17.00, -58.54
"BP16   WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BP16   SORT/MERGE", M1020, M1021, DELTA (%)
"BP25   GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 178.94, 1463.21, 717.71
"NUMBER OF DATASET OPENS", 3966.00, 4874.00, 22.89
"BUFFERS ALLOCATED - VPOOL", 200.0K, 200.0K, 0.00
"MIN BUFFERS ON SLRU", 133.8K, 100.4K, -24.96
"MAX BUFFERS ON SLRU", 135.3K, 103.4K, -23.58
"SLRU LENGTH EQUALS VPSEQT", 98550.9K, 63524.8K, -35.54
"GETPAGE REQU RANDOM ON SLRU", 98638.4K, 149.1M, 51.16
"SLRU LENGTH EQUALS VPSEQT /C", 1.74, 1.09, -37.36
"GETPAGE REQU RANDOM ON SLRU /C", 1.74, 2.57, 47.70
"BP25   READ OPERATIONS", M1020, M1021, DELTA (%)
"BPOOL HIT RATIO (%)", 2.67, 22.84, 755.43
"BPOOL HIT RATIO (%) SEQU", -8.46, -6.81, -19.50
"BPOOL HIT RATIO (%) RANDOM", 92.24, 91.92, -0.35
"GETPAGE REQUEST", 1241.9M, 1489.3M, 19.92
"GETPAGE REQUEST-SEQUENTIAL", 1104.7M, 1042.1M, -5.67
"GETPAGE REQUEST-RANDOM", 137.2M, 447.3M, 226.02
"SYNCHRONOUS READS", 10643.1K, 36144.4K, 239.60
"SYNCHRON. READS-SEQUENTIAL", 32455.00, 205.0K, 531.64
"SYNCHRON. READS-RANDOM", 10610.6K, 35939.4K, 238.71
"GETPAGE PER SYN.READ-RANDOM", 12.93, 12.45, -3.71
"SEQUENTIAL PREFETCH REQUEST", 8637.2K, 8376.3K, -3.02
"SEQUENTIAL PREFETCH READS", 8634.7K, 8333.2K, -3.49
"PAGES READ VIA SEQ.PREFETCH", 1104.8M, 1037.5M, -6.09
"S.PRF.PAGES READ/S.PRF.READ", 127.95, 124.50, -2.70
"LIST PREFETCH REQUESTS", 1086.7K, 13670.1K, 1,157.95
"LIST PREFETCH READS", 1063.3K, 65629.00, -93.83
"PAGES READ VIA LIST PREFTCH", 33041.6K, 1006.9K, -96.95
"L.PRF.PAGES READ/L.PRF.READ", 31.08, 15.34, -50.64
"DYNAMIC PREFETCH REQUESTED", 9766.8K, 13975.0K, 43.09
"DYNAMIC PREFETCH READS", 3904.3K, 5731.8K, 46.81
"PAGES READ VIA DYN.PREFETCH", 60275.4K, 74511.0K, 23.62
"D.PRF.PAGES READ/D.PRF.READ", 15.44, 13.00, -15.80
"GETPAGE REQUEST /C", 21.87, 25.66, 17.33
"GETPAGE REQUEST-SEQUENTIAL /C", 19.45, 17.95, -7.71
"GETPAGE REQUEST-RANDOM /C", 2.42, 7.71, 218.60
"SYNCHRONOUS READS /C", 0.19, 0.62, 226.32
"SYNCHRON. READS-RANDOM /C", 0.19, 0.62, 226.32
"SEQUENTIAL PREFETCH REQUEST /C", 0.15, 0.14, -6.67
"SEQUENTIAL PREFETCH READS /C", 0.15, 0.14, -6.67
"PAGES READ VIA SEQ.PREFETCH /C", 19.45, 17.87, -8.12
"LIST PREFETCH REQUESTS /C", 0.02, 0.24, 1,100.00
"LIST PREFETCH READS /C", 0.02, 0.00, -100.00
"PAGES READ VIA LIST PREFTCH /C", 0.58, 0.02, -96.55
"DYNAMIC PREFETCH REQUESTED /C", 0.17, 0.24, 41.18
"DYNAMIC PREFETCH READS /C", 0.07, 0.10, 42.86
"PAGES READ VIA DYN.PREFETCH /C", 1.06, 1.28, 20.75
"BP25   WRITE OPERATIONS", M1020, M1021, DELTA (%)
"BUFFER UPDATES", 51159.9K, 449.5M, 778.62
"PAGES WRITTEN", 14881.0K, 33976.2K, 128.32
"BUFF.UPDATES/PAGES WRITTEN", 3.44, 13.23, 284.59
"SYNCHRONOUS WRITES", 249.9K, 181.5K, -27.37
"ASYNCHRONOUS WRITES", 847.7K, 1870.3K, 120.63
"PAGES WRITTEN PER WRITE I/O", 13.56, 16.56, 22.12
"PAGES WRTN FOR CASTOUT I/O", 1709.3K, 48769.6K, 2,753.19
"NUMBER OF CASTOUT I/O", 198.9K, 916.0K, 360.53
"VERTI.DEF.WRITE THRESHOLD", 62705.00, 1330.9K, 2,022.48
"BUFFER UPDATES /C", 0.90, 7.74, 760.00
"PAGES WRITTEN /C", 0.26, 0.59, 126.92
"ASYNCHRONOUS WRITES /C", 0.01, 0.03, 200.00
"PAGES WRTN FOR CASTOUT I/O /C", 0.03, 0.84, 2,700.00
"BP25   SORT/MERGE", M1020, M1021, DELTA (%)
"BP26   GENERAL", M1020, M1021, DELTA (%)
"CURRENT ACTIVE BUFFERS", 517.44, 4191.20, 709.99
"NUMBER OF DATASET OPENS", 305.00, 503.00, 64.92
"BUFFERS ALLOCATED - VPOOL", 150.0K, 150.0K, 0.00
"MIN BUFFERS ON SLRU", 12014.80, 7604.33, -36.71
